name,title,source,courtesy_name,pseudonym,birth_year,birth_year_type,death_year,death_year_type,native_place,hometown_province,hometown_city,hometown_county,town,village,source_area,period,faction,summary,crimes,fate,residence_changes,harm_level,harm_name,harm_desc,period_raw,period_note,period_start,period_end,merged_count
李景林,伪沧州道公署顾问,hanjian,,,,,,,河北沧州任丘；河北沧州,河北,沧州,任丘,,,河北_沧州_任丘,1941-1945,,,为日军提供沧州地区抗日活动情报，参与策划清乡行动，协助日军建立伪政权基层机构。,未知,,D,丁级,无明确职位或一般帮凶,1941-1945,,1941,1945,1
高德林,伪任丘县警察局局长,hanjian,,,,,,,河北_沧州_任丘,,,,,,河北_沧州_任丘,1939-1944,,,指挥伪警察搜捕抗日地下党员，破坏交通线，参与“治安强化运动”，残害无辜百姓。,未知,,B,乙级,市县厅局级,1939-1944,,1939,1944,1
赵文彬,伪冀中第五区（任丘一带）剿共司令,hanjian,,,,,,,河北沧州任丘,河北,沧州,任丘,,,河北_沧州_任丘,1942-1945,,,率伪军配合日军对任丘、河间交界地区进行反复扫荡，制造多起惨案，杀害抗日军属。,未知,,C,丙级,基层头目,1942-1945,,1942,1945,1
孙殿英,伪新编第五军军长（曾驻防沧州地区）,hanjian,,,,,,,河北沧州任丘；河北沧州,河北,沧州,任丘,,,河北_沧州_任丘,1943-1945,,,虽非任丘本地人，但其部队在沧州、任丘一带活动，与日军合作，围剿八路军，抢掠百姓财物。,未知,,B,乙级,市县厅局级,1943-1945,,1943,1945,1
张岚峰,伪华北绥靖军第一军军长（辖区含沧州）,hanjian,,,,,,,河北沧州,,,,,,河北_沧州_任丘,1942-1945,,,在沧州地区驻防，协助日军维持治安，镇压抗日运动，为日军提供兵员和物资。,未知,,B,乙级,市县厅局级,1942-1945,,1942,1945,1
王英,伪东亚同盟军总司令（活动于冀中）,hanjian,,,,,,,河北沧州任丘；河北沧州,河北,沧州,任丘,,,河北_沧州_任丘,1940-1945,,,在任丘、沧州一带收编土匪和散兵，配合日军进攻抗日根据地，残害百姓。,未知,,C,丙级,基层头目,1940-1945,,1940,1945,1
李万春,伪任丘县新民会会长,hanjian,,,,,,,河北沧州任丘；辽宁沈阳新民,河北,沧州,任丘,,,河北_沧州_任丘,1941-1945,,,推行奴化教育，组织“新民会”宣传亲日思想，刺探抗日情报，强迫民众参加反共集会。,未知,,C,丙级,基层维持会/地方自治头目,1941-1945,,1941,1945,1
周文龙,伪沧州保安团团长,hanjian,,,,,,,河北沧州任丘；河北沧州,河北,沧州,任丘,,,河北_沧州_任丘,1940-1944,,,率保安团在沧州各县清剿抗日游击队，杀害抗日积极分子，劫掠村庄。,未知,,C,丙级,基层头目,1940-1944,,1940,1944,1
马德山,伪任丘县警备队副队长,hanjian,,,,,,,河北沧州任丘,河北,沧州,任丘,,,河北_沧州_任丘,1942-1945,,,参与多次对任丘抗日村庄的突袭，逮捕并刑讯抗日群众，协助日军修建封锁沟。,未知,,C,丙级,基层头目,1942-1945,,1942,1945,1
刘佩忱,伪南皮县知事,hanjian,,,,,,,河北沧州南皮,河北,沧州,南皮,,,河北_沧州_南皮,1937-1945,,,日军占领南皮后出任伪县知事，协助日军推行“治安强化运动”，强征民夫修筑炮楼、封锁沟，并组织伪警备队配合日军扫荡抗日根据地，残害抗日军民。,未知,,C,丙级,基层头目,1937-1945,,1937,1945,1
王连璧,伪南皮县保安联队队长,hanjian,,,,,,,河北沧州南皮,河北,沧州,南皮,,,河北_沧州_南皮,1940-1945,,,率伪保安队驻守南皮各据点，多次随日军“清乡”，抓捕抗日干部，抢掠百姓财物，并参与杀害八路军侦察员。,未知,,C,丙级,基层头目,1940-1945,,1940,1945,1
赵锡三,伪南皮县新民会会长,hanjian,,,,,,,河北沧州南皮,河北,沧州,南皮,,,河北_沧州_南皮,1939-1945,,,负责在南皮推行奴化教育，组织“新民会”宣传“中日亲善”，强迫群众悬挂日伪旗，并密报抗日积极分子名单给日军宪兵队。,未知,,C,丙级,基层维持会/地方自治头目,1939-1945,,1939,1945,1
李耀庭,伪南皮县警察所所长,hanjian；traitors,,,,unknown,,unknown,河北沧州南皮,河北,沧州,南皮,,,河北_沧州_南皮,1941-1945,,指挥伪警察协助日军设立检查站，盘查过往行人，搜捕抗日地下交通员，并参与“大检举”行动，致使多名抗日群众被捕遇害。,指挥伪警察协助日军设立检查站，盘查过往行人，搜捕抗日地下交通员，并参与“大检举”行动，致使多名抗日群众被捕遇害。,未知,,D,丁级,无明确职位或一般帮凶,1941-1945,,1941,1945,2
孙殿英,伪新五军军长（活动涉及冀鲁边）,hanjian,,,,,,,河北沧州,,,,,,河北_沧州_南皮,1943-1945,,,原国民党军阀，1943年投敌后，其部队曾驻防冀鲁边地区（含沧州南皮周边），配合日军对抗日根据地进行“铁壁合围”，并收编地方土匪武装扩充伪军。,未知,,B,乙级,市县厅局级,1943-1945,,1943,1945,1
高德林,伪冀南道保安队指挥官（活动涉及南皮）,hanjian,,,,,,,河北沧州南皮,河北,沧州,南皮,,,河北_沧州_南皮,1942-1945,,,率伪军多次从沧州方向进犯南皮县境，参与“蚕食”抗日根据地，烧毁村庄，抢掠粮食，并杀害抗日村干部。,未知,,C,丙级,基层头目,1942-1945,,1942,1945,1
刘佩忱,伪吴桥县知事,hanjian,,,,,,,河北沧州吴桥,河北,沧州,吴桥,,,河北_沧州_吴桥,1937-1945,,,投靠日军，任吴桥县伪政权首脑，协助日军推行“治安强化运动”，强征民夫、搜刮粮食物资，镇压抗日群众。,未知,,C,丙级,基层头目,1937-1945,,1937,1945,1
张子良,伪吴桥县保安联队队长,hanjian,,,,,,,河北沧州吴桥,河北,沧州,吴桥,,,河北_沧州_吴桥,1938-1945,,,组织伪保安队配合日军扫荡，多次袭击抗日游击队，杀害抗日干部和群众，制造多起惨案。,未知,,C,丙级,基层头目,1938-1945,,1938,1945,1
王金声,伪吴桥县警察所所长,hanjian,,,,,,,河北沧州吴桥,河北,沧州,吴桥,,,河北_沧州_吴桥,1939-1945,,,效忠日军，负责伪警察系统，搜捕抗日地下人员，破坏中共地下组织，参与“清乡”行动。,未知,,D,丁级,无明确职位或一般帮凶,1939-1945,,1939,1945,1
李凤鸣,伪吴桥县新民会会长,hanjian,,,,,,,河北沧州吴桥；辽宁沈阳新民,河北,沧州,吴桥,,,河北_沧州_吴桥,1940-1945,,,为日军做奴化宣传，组织“新民会”活动，强迫民众参加反共集会，收集抗日情报。,未知,,C,丙级,基层维持会/地方自治头目,1940-1945,,1940,1945,1
赵德胜,伪吴桥县剿共自卫团团长,hanjian,,,,,,,河北沧州吴桥,河北,沧州,吴桥,,,河北_沧州_吴桥,1941-1945,,,带领自卫团配合日军“铁壁合围”，围剿八路军游击队，残害抗日家属，抢夺民财。,未知,,C,丙级,基层头目,1941-1945,,1941,1945,1
孙殿英（注：非吴桥籍，但曾活动于冀中地区，与吴桥有交集）,伪冀察战区游击司令（后投敌）,hanjian；traitors,,,,unknown,,unknown,河北沧州吴桥；河北沧州,河北,沧州,吴桥,,,河北_沧州_吴桥,1943-1945,,原国民党将领，后投靠日军，在冀中包括沧州一带活动，协助日军进攻抗日武装。,原国民党将领，后投靠日军，在冀中包括沧州一带活动，协助日军进攻抗日武装。,未知,,C,丙级,基层头目,1943-1945,,1943,1945,2
刘佩忱,伪沧县县长,hanjian,,,,,,,河北沧州孟村；河北沧州沧县,河北,沧州,孟村,,,河北_沧州_孟村；河北_沧州_沧县,1937-1945,,,投靠日军后任伪沧县县长，协助日军推行“治安强化运动”，镇压抗日群众，征收苛捐杂税，提供情报配合日军扫荡冀鲁边区抗日根据地。；投靠日军，任伪沧县县长，协助日军推行保甲制度，强征粮税，镇压抗日民众，参与抓捕抗日志士。,未知,,C,丙级,基层头目,1937-1945,,1937,1945,2
张宗援,伪冀东防共自治政府保安队头目/伪军头目,hanjian,,,,,,,河北沧州孟村；河北沧州,河北,沧州,孟村,,,河北_沧州_孟村,1938-1940,,,原为土匪，后投靠日军，在沧州、孟村一带组织伪军，多次参与对回民支队和抗日根据地的“围剿”，烧杀抢掠，残害抗日军民。,未知,,D,丁级,无明确职位或一般帮凶,1938-1940,,1938,1940,1
李景文,伪孟村维持会会长,hanjian,,,,,,,河北沧州孟村,河北,沧州,孟村,,,河北_沧州_孟村,1938-1943,,,在孟村成立伪维持会，为日军征集粮饷、抓派民夫，破坏抗日组织，曾指认并抓捕多名抗日地下工作人员。,未知,,C,丙级,基层维持会/地方自治头目,1938-1943,,1938,1943,1
王振山,伪沧州保安队中队长,hanjian,,,,,,,河北沧州孟村；河北沧州沧县,河北,沧州,孟村,,,河北_沧州_孟村,1939-1945,,,率伪军驻防沧县、孟村一带，多次配合日军“清乡”，杀害抗日干部和群众，抢劫财物，并强迫青壮年加入伪军。,未知,,C,丙级,基层头目,1939-1945,,1939,1945,1
赵德胜,伪盐山（今属沧州）警备队大队长,hanjian,,,,,,,河北沧州孟村,河北,沧州,孟村,,,河北_沧州_孟村,1940-1945,,,在孟村周边地区活动，负责封锁抗日根据地交通线，参与制造多起惨案，逮捕并杀害抗日积极分子。,未知,,C,丙级,基层头目,1940-1945,,1940,1945,1
孙仲文,伪沧县新民会顾问,hanjian,,,,,,,河北沧州孟村,河北,沧州,孟村,,,河北_沧州_孟村,1941-1945,,,为日军进行奴化宣传，在孟村等地建立伪新民分会，搜集抗日情报，协助日军推行“保甲制度”和“连坐法”。,未知,,C,丙级,基层维持会/地方自治头目,1941-1945,,1941,1945,1
刘佩忱,伪沧州知事,hanjian,,,,,,,河北沧州新华；河北沧州沧县；河北沧州,河北,沧州,新华,,,河北_沧州_新华；河北_沧州_沧州渤海；河北_沧州_沧州高；河北_沧州_运河,1937-1945,,,日占时期任伪沧县知事，协助日军推行保甲制度，强征民夫，搜刮粮食，镇压抗日活动。；日军占领沧州后出任伪知事，协助日伪推行保甲制度，强征民夫修筑工事，镇压抗日民众。；投靠日军，任伪沧州知事，协助日军推行‘治安强化运动’，强征民夫、粮食，镇压抗日群众。；投靠日军，任伪沧州知事，协助日军推行治安强化运动，镇压抗日民众，征收苛捐杂税，为日军提供粮食物资。,未知,,C,丙级,基层头目,1937-1945,,1937,1945,4
张荫梧,伪冀中剿共总司令（后投敌）,hanjian,,,,,,,河北沧州新华；河北石家庄新华；河北沧州沧县,河北,沧州,新华,,,河北_沧州_新华；河北_沧州_沧县,1938-1945,,,原国民党将领，后投靠日军，在沧州、新华一带组织伪军，配合日军扫荡抗日根据地，杀害抗日军民。；原国民党将领，后投靠日军，在沧县及周边组织伪军，配合日军扫荡抗日根据地，杀害抗日军民。,未知,,C,丙级,基层头目,1938-1940；1938-1945,,1938,1945,2
李景林,伪沧县保安队队长,hanjian,,,,,,,河北沧州新华；河北石家庄新华；河北_沧州_沧州高；河北沧州沧县,河北,沧州,新华,,,河北_沧州_新华；河北_沧州_沧州高；河北_沧州_运河,1938-1945,,,率伪保安队多次袭击新华地区抗日武装，抓捕并杀害抗日干部，为日军提供情报。；组织伪保安队，为日军提供情报，抓捕抗日地下工作者，参与制造多起惨案。；任伪沧县保安队队长，协助日军维持治安，抓捕抗日地下工作者，参与多次清乡行动。,未知,,C,丙级,基层头目,1939-1945；1938-1945,,1938,1945,3
王振声,伪新华镇维持会会长,hanjian,,,,,,,河北沧州新华,河北,沧州,新华,,,河北_沧州_新华,1938-1943,,,组织维持会为日军征粮派款，强迫百姓出劳役，告密导致多名抗日群众被捕。,未知,,C,丙级,基层维持会/地方自治头目,1938-1943,,1938,1943,1
赵德胜,伪沧州警察局局长,hanjian,,,,,,,河北_沧州_新华；河北_沧州_沧州经开区,,,,,,河北_沧州_新华；河北_沧州_沧州经开区,1940-1945,,,指挥伪警察协助日军搜捕地下党员，严刑拷打抗日志士，参与制造多起惨案。；效忠日军，指挥伪警察搜捕抗日志士，严刑逼供，并参与“清乡”行动。,未知,,B,乙级,市县厅局级,1940-1945,,1940,1945,2
孙殿英（注：活动范围涉及冀中，但非沧州本地，故不列入）,,hanjian；traitors,,,,unknown,,unknown,河北沧州新华,河北,沧州,新华,,,河北_沧州_新华,,,,,未知,,D,丁级,无明确职位或一般帮凶,,,,,2
李景林,伪沧州道尹,hanjian,,,,,,,河北沧州沧县；河北沧州,河北,沧州,沧县,,,河北_沧州_沧县,1938-1943,,,任伪沧州道尹，管辖沧县等县，为日军征集物资、劳役，推行奴化教育，镇压抗日活动。,未知,,D,丁级,无明确职位或一般帮凶,1938-1943,,1938,1943,1
王揖唐,伪华北政务委员会委员长（涉及沧县）,hanjian,,,,,,,河北沧州沧县,,,,,,河北_沧州_沧县,1937-1945,,,作为华北伪政权头目，其势力覆盖沧县，支持伪县政权，协助日军进行经济掠夺和清乡。,未知,,S,特级,伪政权最高层/元首级,1937-1945,,1937,1945,1
齐燮元,伪华北治安军总司令（涉及沧县驻军）,hanjian,,,,,,,河北沧州沧县,河北,沧州,沧县,,,河北_沧州_沧县,1939-1945,,,指挥伪治安军在沧县地区驻防，配合日军进行“扫荡”，杀害抗日干部和群众。,未知,,C,丙级,基层头目,1939-1945,,1939,1945,1
高德林,伪沧县保安队队长,hanjian,,,,,,,河北沧州沧县,河北,沧州,沧县,,,河北_沧州_沧县,1940-1945,,,任伪沧县保安队队长，率伪军多次袭击抗日游击队，抓捕并杀害抗日家属，烧毁村庄。,未知,,C,丙级,基层头目,1940-1945,,1940,1945,1
赵保原,伪沧县警察局局长,hanjian,,,,,,,河北_沧州_沧县,,,,,,河北_沧州_沧县,1938-1945,,,任伪警察局长，协助日军特务机关，建立情报网，搜捕抗日地下党员，刑讯逼供。,未知,,B,乙级,市县厅局级,1938-1945,,1938,1945,1
孙良诚,伪第二方面军总司令（曾驻沧县）,hanjian,,,,,,,河北沧州沧县,,,,,,河北_沧州_沧县,1942-1945,,,率伪军驻扎沧县一带，参与日军“铁壁合围”，对抗日根据地实行烧光、杀光、抢光政策。,未知,,A,甲级,省部级/大军区级要员,1942-1945,,1942,1945,1
吴赞周,伪沧县维持会会长,hanjian,,,,,,,河北沧州沧县,河北,沧州,沧县,,,河北_沧州_沧县,1937-1939,,,日军占领沧县后率先组织维持会，为日军筹粮派款，提供民夫，协助建立伪政权。,未知,,C,丙级,基层维持会/地方自治头目,1937-1939,,1937,1939,1
刘荫武,伪沧县教育科长,hanjian；traitors,,,,unknown,,unknown,河北沧州沧县,河北,沧州,沧县,,,河北_沧州_沧县,1939-1945,,推行奴化教育，强制学校教授日语，删除抗日内容，检举抗日师生。,推行奴化教育，强制学校教授日语，删除抗日内容，检举抗日师生。,未知,,C,丙级,基层头目,1939-1945,,1939,1945,2
李景林,伪渤海道尹,hanjian,,,,,,,河北沧州沧州渤海,河北,沧州,沧州渤海,,,河北_沧州_沧州渤海,1939-1944,,,任伪渤海道尹期间，为日军征收粮秣，强抓壮丁，破坏抗日根据地。,未知,,D,丁级,无明确职位或一般帮凶,1939-1944,,1939,1944,1
王铁相,伪沧县保安队队长,hanjian,,,,,,,河北沧州沧州渤海,河北,沧州,沧州渤海,,,河北_沧州_沧州渤海,1940-1945,,,率伪保安队多次袭击抗日武装，杀害抗日干部，烧毁村庄。,未知,,C,丙级,基层头目,1940-1945,,1940,1945,1
赵保原,伪渤海区联防司令,hanjian,,,,,,,河北沧州沧州渤海,河北,沧州,沧州渤海,,,河北_沧州_沧州渤海,1941-1945,,,盘踞渤海沿岸，勾结日军封锁海上交通，劫掠渔民，捕杀八路军交通员。,未知,,C,丙级,基层头目,1941-1945,,1941,1945,1
高德林,伪津南道保安副司令,hanjian,,,,,,,河北沧州沧州渤海；河北沧州,河北,沧州,沧州渤海,,,河北_沧州_沧州渤海,1938-1944,,,在沧州南部及渤海地区组织伪军，参与多次“清乡”行动，制造多起惨案。,未知,,C,丙级,基层头目,1938-1944,,1938,1944,1
张宗援,伪华北治安军独立旅旅长,hanjian,,,,,,,河北沧州沧州渤海；河北沧州,河北,沧州,沧州渤海,,,河北_沧州_沧州渤海,1942-1945,,,驻防沧州及渤海湾，配合日军扫荡，强征民粮，杀害抗日家属。,未知,,C,丙级,基层头目,1942-1945,,1942,1945,1
刘桂堂,伪渤海警备队总队长,hanjian,,,,,,,河北沧州沧州渤海,河北,沧州,沧州渤海,,,河北_沧州_沧州渤海,1940-1945,,,率警备队袭击渤海区抗日根据地，破坏地下党组织，抢劫群众财产。,未知,,C,丙级,基层头目,1940-1945,,1940,1945,1
杨玉昆,伪沧州宪兵队翻译兼密探,hanjian,,,,,,,河北沧州沧州渤海,河北,沧州,沧州渤海,,,河北_沧州_沧州渤海,1939-1945,,,为日军宪兵队充当翻译和密探，指认抗日人员，导致数十名地下党员被捕牺牲。,未知,,C,丙级,基层头目,1939-1945,,1939,1945,1
孙殿英,伪冀东防共自治军司令（涉沧州渤海）,hanjian,,,,,,,河北沧州沧州渤海,河北,沧州,沧州渤海,,,河北_沧州_沧州渤海,1937-1943,,,虽主要活动于冀东，但曾派部在沧州渤海地区协助日军清剿，掠夺资源。,未知,,C,丙级,基层头目,1937-1943,,1937,1943,1
李际春,伪渤海区维持会会长,hanjian,,,,,,,河北沧州沧州渤海,河北,沧州,沧州渤海,,,河北_沧州_沧州渤海,1938-1942,,,组织维持会为日军筹粮筹款，提供情报，协助建立伪政权。,未知,,C,丙级,基层维持会/地方自治头目,1938-1942,,1938,1942,1
张化南,伪沧州警察局局长,hanjian,,,,,,,河北_沧州_沧州渤海,,,,,,河北_沧州_沧州渤海,1940-1945,,,指挥伪警察抓捕抗日群众，严刑逼供，破坏地下交通线。,未知,,B,乙级,市县厅局级,1940-1945,,1940,1945,1
王英,伪渤海骑兵师师长,hanjian,,,,,,,河北沧州,,,,,,河北_沧州_沧州渤海,1941-1945,,,率骑兵师在沧州沿海平原追击八路军游击队，杀害多名伤病员。,未知,,B,乙级,市县厅局级,1941-1945,,1941,1945,1
赵侗,伪华北绥靖军渤海支队司令,hanjian,,,,,,,河北沧州沧州渤海；青海海东民和,河北,沧州,沧州渤海,,,河北_沧州_沧州渤海,1942-1945,,,在渤海地区设卡盘查，截获抗日物资，参与对盐民和渔民的镇压。,未知,,C,丙级,基层头目,1942-1945,,1942,1945,1
刘锡九,伪沧县知事,hanjian,,,,,,,河北沧州沧州渤海,河北,沧州,沧州渤海,,,河北_沧州_沧州渤海,1938-1941,,,推行日伪“治安强化”运动，组织汉奸团体，迫害进步人士。,未知,,C,丙级,基层头目,1938-1941,,1938,1941,1
张子良,伪渤海盐务缉私队长,hanjian,,,,,,,河北沧州沧州渤海；浙江嘉兴海盐,河北,沧州,沧州渤海,,,河北_沧州_沧州渤海,1939-1945,,,协助日军控制渤海盐场，镇压盐工反抗，为日军提供盐税收入。,未知,,C,丙级,基层头目,1939-1945,,1939,1945,1
李香斋,伪沧州商会会长,hanjian；traitors,,,,unknown,,unknown,河北沧州沧州渤海,河北,沧州,沧州渤海,,,河北_沧州_沧州渤海,1937-1945,,为日军征购粮食棉花，强迫商户捐款，资助伪军装备。,为日军征购粮食棉花，强迫商户捐款，资助伪军装备。,未知,,C,丙级,基层头目,1937-1945,,1937,1945,2
王振声,伪渤海区宣抚班长,hanjian,,,,,,,河北沧州沧州渤海,河北,沧州,沧州渤海,,,河北_沧州_沧州渤海,1940-1944,,,随日军下乡进行奴化宣传，诱骗青年参加伪军，破坏抗日宣传。,未知,,D,丁级,无明确职位或一般帮凶,1940-1944,,1940,1944,1
张海鹏,伪渤海道保安司令,hanjian,,,,,,,河北_沧州_沧州渤海,,,,,,河北_沧州_沧州渤海,1943-1945,,,指挥伪军多次进攻渤海抗日根据地，烧杀抢掠，制造无人区。,未知,,B,乙级,市县厅局级,1943-1945,,1943,1945,1
赵瑞,伪沧州特务机关长,hanjian,,,,,,,河北沧州沧州渤海,河北,沧州,沧州渤海,,,河北_沧州_沧州渤海,1941-1945,,,建立特务网络，暗杀抗日干部，策反动摇分子，破坏地下组织。,未知,,D,丁级,无明确职位或一般帮凶,1941-1945,,1941,1945,1
刘佩忱,伪沧县知事,hanjian,,,,,,,河北沧州沧州经开区；河北沧州沧县,河北,沧州,沧州经开区,,,河北_沧州_沧州经开区,1937-1945,,,投靠日军，任伪沧县知事，协助日军推行“治安强化运动”，强征民夫，搜刮粮食，镇压抗日群众。,未知,,C,丙级,基层头目,1937-1945,,1937,1945,1
李景林,伪沧州保安队队长,hanjian,,,,,,,河北沧州沧州经开区,河北,沧州,沧州经开区,,,河北_沧州_沧州经开区,1939-1945,,,组织伪保安队，为日军提供情报，参与抓捕抗日地下工作者，残害百姓。,未知,,C,丙级,基层头目,1939-1945,,1939,1945,1
王振声,伪沧县维持会会长,hanjian,,,,,,,河北沧州沧州经开区；河北沧州沧县,河北,沧州,沧州经开区,,,河北_沧州_沧州经开区,1937-1939,,,日军占领沧县后出任维持会长，为日军筹粮派款，强迫商户“欢迎皇军”，破坏抗日组织。,未知,,C,丙级,基层维持会/地方自治头目,1937-1939,,1937,1939,1
孙殿英,伪新五军军长（活动于沧州周边）,hanjian,,,,,,,河北沧州,,,,,,河北_沧州_沧州经开区,1943-1945,,,原国民党将领，1943年投敌，所部在沧州地区配合日军进攻八路军，抢掠百姓。,未知,,B,乙级,市县厅局级,1943-1945,,1943,1945,1
高德林,伪冀东保安队指挥官（沧州一带活动）,hanjian,,,,,,,河北沧州沧州经开区；河北沧州,河北,沧州,沧州经开区,,,河北_沧州_沧州经开区,1941-1945,,,率伪军驻防沧州，多次参与日军“铁壁合围”，杀害抗日干部，烧毁村庄。,未知,,C,丙级,基层头目,1941-1945,,1941,1945,1
张庆余,伪沧州自卫团团长,hanjian,,,,,,,河北沧州沧州经开区,河北,沧州,沧州经开区,,,河北_沧州_沧州经开区,1938-1943,,,组织自卫团协助日军维持治安，强征壮丁，并告密导致多名地下党员被捕牺牲。,未知,,C,丙级,基层头目,1938-1943,,1938,1943,1
李雨田,伪沧县商会会长（汉奸商人）,hanjian；traitors,,,,unknown,,unknown,河北沧州沧州经开区；河南郑州中牟,河北,沧州,沧州经开区,,,河北_沧州_沧州经开区,1937-1945,,为日军收购粮食、棉花等战略物资，从中牟利，并资助伪政权，破坏抗日经济。,为日军收购粮食、棉花等战略物资，从中牟利，并资助伪政权，破坏抗日经济。,未知,,C,丙级,基层头目,1937-1945,,1937,1945,2
马文起,伪沧州宪兵队翻译,hanjian；traitors,,,,unknown,,unknown,河北沧州沧州经开区,河北,沧州,沧州经开区,,,河北_沧州_沧州经开区,1942-1945,,充当日军宪兵队翻译，参与审讯酷刑，指认抗日人员，罪行累累。,充当日军宪兵队翻译，参与审讯酷刑，指认抗日人员，罪行累累。,未知,,C,丙级,基层头目,1942-1945,,1942,1945,2
王凤岗,伪高阳（沧州高阳一带）警备队大队长,hanjian,,,,,,,河北沧州沧州高,河北,沧州,沧州高,,,河北_沧州_沧州高,1940-1945,,,率伪警备队多次袭击八路军游击队，烧毁村庄，强征壮丁，民愤极大。,未知,,C,丙级,基层头目,1940-1945,,1940,1945,1
赵锡章,伪沧州维持会会长,hanjian,,,,,,,河北沧州沧州高；河北沧州,河北,沧州,沧州高,,,河北_沧州_沧州高,1937-1940,,,日军占领沧州后出任维持会长，为日军筹粮筹款，强迫商户‘献金’，协助建立伪政权。,未知,,C,丙级,基层维持会/地方自治头目,1937-1940,,1937,1940,1
孙殿英,伪新五军军长（活动于冀中沧州地区）,hanjian,,,,,,,河北沧州,,,,,,河北_沧州_沧州高,1943-1945,,,原国民党军阀，1943年投敌，其部队在沧州地区配合日军‘扫荡’，抢掠百姓。,未知,,B,乙级,市县厅局级,1943-1945,,1943,1945,1
高德林,伪沧州地区‘剿共’总指挥,hanjian,,,,,,,河北沧州沧州高,河北,沧州,沧州高,,,河北_沧州_沧州高,1941-1945,,,指挥伪军多次围剿抗日根据地，杀害抗日干部，破坏地下党组织。,未知,,D,丁级,无明确职位或一般帮凶,1941-1945,,1941,1945,1
张子良,伪沧县知事,hanjian,,,,,,,河北沧州沧州高,河北,沧州,沧州高,,,河北_沧州_沧州高,1938-1942,,,推行日伪‘保甲制度’，强征捐税，协助日军建立‘无人区’，迫害百姓。,未知,,C,丙级,基层头目,1938-1942,,1938,1942,1
刘桂堂,伪‘冀东防共自治军’沧州支队司令,hanjian,,,,,,,河北沧州沧州高；河北沧州,河北,沧州,沧州高,,,河北_沧州_沧州高,1935-1940,,,早年投日，在沧州地区收编土匪，为日军充当鹰犬，袭击抗日武装。,未知,,C,丙级,基层头目,1935-1940,,1935,1940,1
李汝和,伪沧州警察局局长,hanjian；traitors,,,,unknown,,unknown,河北；河北_沧州_沧州高,河北,,,,,河北_沧州_沧州高,1939-1945,,指挥伪警察搜捕抗日人士，严刑逼供，破坏地下交通站。,指挥伪警察搜捕抗日人士，严刑逼供，破坏地下交通站。,未知,,B,乙级,市县厅局级,1939-1945,,1939,1945,2
刘佩臣,伪河间县保安联队队长,hanjian,,,,,,,河北沧州河间,河北,沧州,河间,,,河北_沧州_河间,1938-1945,,,率部投敌，多次配合日军扫荡河间抗日根据地，捕杀抗日军民，制造多起惨案。,未知,,C,丙级,基层头目,1938-1945,,1938,1945,1
张子良,伪河间县知事,hanjian,,,,,,,河北沧州河间,河北,沧州,河间,,,河北_沧州_河间,1939-1943,,,在任期间推行保甲制度，强征粮食，协助日军建立情报网，镇压抗日活动。,未知,,C,丙级,基层头目,1939-1943,,1939,1943,1
王凤岗,伪河间县警备大队长,hanjian,,,,,,,河北沧州河间,河北,沧州,河间,,,河北_沧州_河间,1940-1945,,,率伪军多次袭击八路军游击队，杀害地方干部，参与“治安强化运动”。,未知,,C,丙级,基层头目,1940-1945,,1940,1945,1
李景林,伪沧州道尹公署顾问,hanjian,,,,,,,河北沧州河间；河北沧州沧县,河北,沧州,河间,,,河北_沧州_河间,1938-1945,,,为日军出谋划策，协助组织伪政权，参与对河间、沧县等地的经济掠夺。,未知,,D,丁级,无明确职位或一般帮凶,1938-1945,,1938,1945,1
赵锡田,伪沧州保安司令,hanjian,,,,,,,河北沧州,,,,,,河北_沧州_河间,1939-1945,,,统辖沧州地区伪军，多次配合日军“清剿”河间、献县等抗日根据地，杀害抗日人员。,未知,,B,乙级,市县厅局级,1939-1945,,1939,1945,1
高德林,伪河间县新民会会长,hanjian,,,,,,,河北沧州河间,河北,沧州,河间,,,河北_沧州_河间,1940-1945,,,推行奴化教育，组织汉奸宣传，搜集抗日情报，协助日军抓捕进步人士。,未知,,C,丙级,基层维持会/地方自治头目,1940-1945,,1940,1945,1
孙殿英,伪冀察战区游击司令（后投敌）,hanjian,,,,,,,河北沧州河间；河北沧州；河北石家庄；河北衡水,河北,沧州,河间,,,河北_沧州_河间；河北_石家庄_正定；河北_衡水,1943-1945,,,原国民党将领，1943年投敌后，其部队在河间、沧州一带活动，配合日军进攻八路军。；原国民党将领，后投靠日军，在石家庄、正定一带收编伪军，配合日军“清乡”。；原国民党将领，1943年投敌后，在衡水周边收编伪军，配合日军进攻八路军。,未知,,C,丙级,基层头目,1943-1945,,1943,1945,3
庞炳勋,伪河北省保安司令（兼涉沧州地区）,hanjian,,,,,,,河北沧州,,,,,,河北_沧州_河间,1943-1945,,,投敌后任伪职，其势力范围涉及沧州、河间，协助日军维持占领区秩序。,未知,,B,乙级,市县厅局级,1943-1945,,1943,1945,1
齐燮元,伪华北政务委员会治安总署督办（管辖河北包括河间）,hanjian,,,,,,,河北沧州河间,,,,,,河北_沧州_河间,1938-1945,,,作为华北伪军最高头目之一，指挥伪治安军参与对河间等地的扫荡。,未知,,A,甲级,省部级/大军区级要员,1938-1945,,1938,1945,1
杜锡钧,伪河北省长（管辖河间地区）,hanjian,,,,,,,河北沧州河间,,,,,,河北_沧州_河间,1938-1940,,,在任期间推行日伪政策，强化对河间等县的殖民统治。,未知,,A,甲级,省部级/大军区级要员,1938-1940,,1938,1940,1
