name,guid,period_start,period_end,harm_level,harm_name,source,crimes
孙良诚（重复？不，已列）,0a039885-a4ac-4ff4-8b52-f683c848c176,,,D,丁级,hanjian,
庞炳勋（重复？不，已列）,ce43a26e-5388-4175-9c6b-51d59ef405b6,,,D,丁级,hanjian,
孙殿英（重复？不，已列）,05815800-b00e-4a09-aab0-ca0f186c7dc4,,,D,丁级,hanjian,
郝鹏举（重复？不，已列）,2007607e-6247-4081-9b15-be67e04bdda1,,,D,丁级,hanjian,
吴化文（重复？不，已列）,e76be71f-2278-488e-aef0-0a9e8f7417ee,,,D,丁级,hanjian,
荣臻（重复？不，已列）,c337aa25-60f6-4ba6-9fd1-81cc5c8fb3d4,,,D,丁级,hanjian,
富双英（重复？不，已列）,3e84af7d-1c56-4f88-b578-4bcb0e47b11a,,,D,丁级,hanjian,
刘启雄（重复？不，已列）,c0e11f06-8931-499d-9c40-117080c8f44c,,,D,丁级,hanjian,
何世桢（重复？不，已列）,ac0e5a11-4aba-4529-affa-37ca0cb7f7ae,,,D,丁级,hanjian,
陈柱（重复？不，已列）,98e289aa-55e2-4f89-9d5e-bda8997e0387,,,D,丁级,hanjian,
钱稻孙（重复？不，已列）,5a5be1bf-a008-4277-9c9d-122831d4b86a,,,D,丁级,hanjian,
沈启无（重复？不，已列）,fdcf5504-46e6-4906-bd40-d97a4416fb71,,,D,丁级,hanjian,
柳雨生（重复？不，已列）,c8cc1fa6-4258-4606-9fe9-8085bf2a4c0b,,,D,丁级,hanjian,
林柏生（重复？不，已列）,348831a8-081b-46f0-af9d-8b9dcc65f667,,,D,丁级,hanjian,
蒋某（名不详，人称“蒋麻子”）,8c5bf702-a889-4ee3-a2c0-5ba1ee0d04ba,1942,1945,D,丁级,hanjian,在天宁地区告密抗日活动，带领日军搜查民宅，勒索百姓，导致多名地下党员被捕。
周佛海（常州新北区籍贯争议，但活动于南京上海，非新北本地）,41702652-2137-480f-b46e-972881f063a1,1940,1945,A,甲级,hanjian,虽非新北本地任职，但祖籍常州新北区小河镇，是汪伪核心汉奸，主持对日经济合作，镇压抗日力量。
丁默邨（常州新北区籍贯，活动于上海）,1144db4b-37e2-4801-b353-0ad587d85969,1939,1945,A,甲级,hanjian,原籍常州新北区，领导76号特工，残杀抗日人士，后任伪浙江省长，推行清乡政策。
李士群（常州新北区籍贯，活动于上海）,d4f1d6f1-2a3e-4cb6-9caa-2346d2c35049,1939,1943,A,甲级,hanjian,原籍常州新北区，与丁默邨共同组建76号，杀害大量地下党员，后任伪江苏省长，在苏南地区组织清乡。
周佛海（常州籍）,c82fe373-d7d6-47ec-830d-dc70a3e2ce05,1939,1945,A,甲级,hanjian,虽主要活动于南京，但原籍常州武进，是汪伪政权核心人物，主持对日经济合作，出卖国家利益。
丁默邨（常州籍）,8be92abb-b821-44f7-9032-a90fb5083bab,1939,1945,A,甲级,hanjian,原籍常州，曾任伪特工总部主任，制造多起暗杀和恐怖事件，后任伪浙江省长，继续助纣为虐。
李士群（常州籍）,6e37bb31-6184-465d-a853-ffd31a724f89,1939,1943,A,甲级,hanjian,原籍常州武进，组建伪特工‘76号’，大肆捕杀抗日人士，投靠日本特务机关。
蒋某（名不详，溧阳伪警察局长）,0be77132-b8bc-4fb7-b610-7c42ce2ac55a,1941,1945,B,乙级,hanjian,指挥伪警察协助日军巡逻，逮捕抗日群众，严刑逼供，破坏抗日组织。
周佛海（在徐州有活动）,259efc2b-6e78-4be5-a5da-9eabb1fad6fd,1941,1944,C,丙级,hanjian,虽为伪中央高官，但曾派税警部队在徐州地区协助日军维持治安，参与清剿抗日武装。
孙良诚（在徐州地区活动）,9ff259a0-6275-4e95-bb38-d7d0c3026840,1942,1945,A,甲级,hanjian,率伪军驻扎徐州一带，多次配合日军进攻新四军和八路军，烧杀抢掠。
沛县伪县长（姓名不详）,9ab334fb-0372-4b74-8b39-536752d803b3,1938,1945,C,丙级,hanjian,日军占领沛县后，出任伪县长，协助日军推行保甲制度、征粮派款，镇压抗日活动。
孙良诚（注：其部曾驻沛县）,dced38b4-106f-4e04-86cf-e360a186c6c8,1942,1945,A,甲级,hanjian,原国民党将领投敌后，所部驻防徐州及沛县一带，配合日军进攻湖西抗日根据地，烧杀抢掠。
郝鹏举（注：其部曾驻沛县周边）,a4bda886-71dd-4504-a9ee-487a699c6b58,1943,1945,B,乙级,hanjian,在徐州、沛县等地扩充伪军，围剿八路军游击队，制造多起惨案。
韩复榘（注：非铜山本地，但曾驻防徐州，有争议）,576a4695-fc70-4928-b080-e4594f18e543,,,D,丁级,hanjian,
周佛海（曾驻扬州活动）,6ba9579d-af8a-4b3b-8656-4b22a9df189b,1941,1944,A,甲级,hanjian,虽主要活动于南京，但曾多次到扬州、广陵视察伪政权，推动‘清乡’和物资统制，间接支持当地汉奸势力。
孙良诚（曾驻扬州）,e69e8776-a6ae-4845-a50f-41d9a4622e85,1942,1945,A,甲级,hanjian,率部驻防扬州及周边，配合日军‘扫荡’高邮、宝应等地，在广陵设有指挥部，参与镇压抗日武装。
吴稚晖（注：此处为同名误记，实际为吴稚英）,c88b9252-dc7f-4bb5-ab1f-540e460cc834,1939,1944,A,甲级,hanjian,推行奴化教育，强迫学校使用日伪教材，宣扬“中日亲善”。
周佛海（泰州籍）,0c82aa02-0a35-4940-9e18-8d785367316f,1940,1945,A,甲级,hanjian,虽主要活动在南京，但祖籍泰州，参与汪伪政权核心决策，协助日军经济掠夺。
谢某（谢文达）,63ada5ee-d11c-4967-9301-4eaba12ba3bb,1938,1941,C,丙级,hanjian,在苏州城区任伪知事期间，为日军征粮、征税，强征劳工，协助日军维持治安，镇压抗日活动。
潘某（潘子欣）,7ef04c52-1c2e-4c69-82d8-d8e42c7a4c99,1938,1945,C,丙级,hanjian,充当日伪经济工具，组织商会为日军筹措军费，控制苏州粮食与棉纱贸易，从中牟利，间接支持侵略战争。
吴某（吴菊生）,d0d7fe65-ba97-435c-985a-36fcce6c2e3a,1940,1945,B,乙级,hanjian,指挥伪警察协助日军搜捕抗日人士，破坏地下组织，参与“清乡”行动，镇压民众反抗。
孙殿英（注：非本地籍，但曾活动于海州地区）,d592e563-c539-4201-8b88-549d4449c2b5,1943,1945,B,乙级,hanjian,1943年投降日军后，其部队曾驻扎海州地区，配合日军进攻抗日武装，并参与“清乡”行动。
孙殿英（注：此处为同名误载，实际为孙殿英部属）,bbc824e6-417f-4669-9dbc-04a15cec4aba,1941,1945,C,丙级,hanjian,率部投敌后任伪保安队长，负责新浦地区治安，多次配合日军突袭抗日游击区，杀害抗日军属。
赵某（名不详，绰号“赵麻子”）,22acabfb-0f39-4268-a0ae-58dd2d01123e,1942,1945,C,丙级,hanjian,专门搜捕新四军交通员，刑讯逼供，多次带路袭击游击队宿营地。
袁殊（袁学易）,950663e7-825c-4168-bf8c-27fb887c8c6b,1941,1943,C,丙级,hanjian,负责镇江、丹阳等地清乡事务，配合日军‘扫荡’，建立伪政权基层控制，强征捐税，迫害抗日家属。
周佛海（在镇江活动）,c52c6ab8-cc4e-4411-aacb-c16aa84fc5a1,1940,1945,A,甲级,hanjian,作为汪伪核心人物，多次推动镇江、丹阳地区的清乡和伪化政策，支持当地汉奸势力。
李士群（在镇江活动）,a39d831e-0fc8-415d-a089-452df454c8c7,1939,1943,D,丁级,hanjian,派遣特工在镇江、丹阳地区暗杀抗日人士，破坏地下组织，为日军提供情报。
丁默邨（在镇江活动）,ed1ce594-7756-47d1-9417-7414622fba0c,1940,1945,A,甲级,hanjian,参与制定镇江地区清乡计划，推动伪化教育，镇压抗日宣传。
熊式辉（附逆人员）,667adf17-401b-4126-b411-587c51cc17e8,1942,1945,D,丁级,hanjian,江西沦陷区部分附逆人员之一，在伪省政府中挂名参议，为日军统治江西提供地方联络与舆论配合。
刘建绪（附逆人员）,1b282e3a-7a74-4ee5-b672-6361b7cf4c5e,1942,1945,D,丁级,hanjian,在上饶、铅山一带为日军充当地方联络员，协助日军征粮、拉夫并诱降地方武装。
陈明仁（附逆人员）,2ba53dfe-efc6-450d-8a3e-7d3c18651a25,1942,1945,C,丙级,hanjian,组织伪保安队配合日军扫荡铅山周边抗日游击队，迫害抗日家属和群众。
熊式辉部附逆人员（伪九江地方维持会成员）,2813a756-ca2a-4ad0-8941-85a52be42903,1938,1945,D,丁级,hanjian,九江及周边县区沦陷后，部分地方士绅和旧职人员组织维持会，充任保甲长，为日军征粮、派夫、传递情报。
熊式辉部附逆人员（伪江西保安队头目）,cac9a2d1-20a4-4975-8840-593e17960389,1939,1945,D,丁级,hanjian,江西部分地方武装投敌后被编为伪军，配合日军在九江、永修一带清乡。
胡某（伪永修县警察所长）,c18c62fe-ec15-4ac9-a386-39e354dc7145,1939,1945,D,丁级,hanjian,在永修日占区负责伪警察事务，协助日军盘查、抓捕抗日人员。
熊式辉（附逆时期化名熊梦飞）,63e2c467-9978-43bc-bab0-e3257092dae0,1942,1945,D,丁级,hanjian,在南昌、九江等地为日军出谋划策，参与伪政权经济掠夺与奴化宣传。
刘建绪（附逆后）,87c8cc2d-ce8a-4410-bc2a-ed86be2ca8b0,1943,1945,D,丁级,hanjian,在九江、都昌一带组织伪清乡队，配合日军扫荡抗日根据地，烧杀抢掠。
熊式辉（附逆相关记载存疑，不列入）,6fee3d09-5e8d-43f6-a530-34522367cfca,,,D,丁级,hanjian,
熊式辉（附逆传闻）,4077af5a-3eac-405f-8916-c506154b9c34,1944,1945,D,丁级,hanjian,有资料称其在江西沦陷后与日伪有接触，但主要历史记载仍以其战前主赣及后方任职为主，附逆情节存疑，仅列备考。
陈明仁（附逆传闻）,33a02a6c-04eb-44b2-b7b7-648869331a93,1944,1945,C,丙级,hanjian,地方口述史料提及其在吉安沦陷期间曾参与维持会活动，但缺乏确凿档案佐证，仅列备考。
刘峙（附逆传闻）,152a3eaf-d4f0-4763-b384-8d2661e447e6,1944,1945,C,丙级,hanjian,部分野史称其在江西沦陷区与日伪合作，但正史无明确记载，仅列备考。
张辉瓒（附逆传闻）,8b455bcf-5371-4e92-93f2-191feedb9693,1944,1945,D,丁级,hanjian,地方史料提及其在吉安沦陷期间参与伪教育机构，推行奴化教育，但记载简略，仅列备考。
熊式辉部附逆人员（伪吉安县长）,302b1edb-291b-4f47-bac1-27217a469320,1944,1945,C,丙级,hanjian,日军进犯吉安时，部分地方官员投敌，组织伪县政府，为日军筹粮筹款。
永新县伪保安队头目（姓名待考）,09f92c4f-b578-4000-a83c-6c15877232dc,1944,1945,C,丙级,hanjian,率地方武装投靠日军，编为伪保安队，配合日军清乡、搜捕抗日人员。
李傻子（本名李振声）,730a8b59-931b-4228-9ca9-fb931e5a9bbf,1938,1943,C,丙级,hanjian；traitors,白沟新城本地恶霸，投日后任维持会长，为日军提供抗日情报，勒索商户，多次带日军搜查白沟河两岸村庄，致使数十名群众遇害。
孙殿英（注：活动于保定周边，非白沟本地）,d1081caf-b1d0-4cf8-9dff-fa9030294b95,1943,1945,B,乙级,hanjian；traitors,原国民党军阀，1943年投日，其部队曾驻防保定西部，虽主要活动于太行山区，但曾派兵至白沟新城一带“清剿”八路军游击队。
李傻子（李振声）,29099415-a7b7-4236-9711-c2dbaf10d005,1940,1945,C,丙级,hanjian,组织汉奸武装，配合日军清乡，杀害抗日干部和家属，抢劫民财，民愤极大。
王老万（王万春）,a35c4489-8e11-4d08-bf80-b802a9f96949,1941,1945,C,丙级,hanjian；traitors,为日军宣传奴化思想，强迫民众参加新民会，刺探抗日情报，破坏地下党组织。
赵老奎（赵金榜）,aa4773da-80d7-4552-bf7a-9cd62c28b95f,1942,1945,B,乙级,hanjian；traitors,效忠日军，逮捕抗日志士，严刑拷打，制造多起惨案，协助日军进行“治安强化运动”。
张老八（张占元）,d72a1455-7db3-4e07-93e9-e54b6774346c,1940,1944,C,丙级,hanjian；traitors,率警备队驻守安国县城，多次参与‘清乡’行动，烧毁村庄，抢掠物资，并亲手杀害多名抗日积极分子。
李傻子（李振声）,1b6b1922-b127-4471-8286-3199a138ce9c,1942,1945,C,丙级,hanjian,推行奴化教育，组织汉奸情报网，向日军报告抗日活动，导致多名地下党员被捕。
陈老九（陈九如）,1081cea0-29f9-45b0-a0da-dd2b4247589c,1938,1944,D,丁级,hanjian；traitors,组织地主武装投靠日军，在易县西部山区协助日军烧杀抢掠，杀害多名抗日积极分子。
张老黑（张黑子）,42dbe071-2b35-49c5-949d-420a798087dc,1942,1945,C,丙级,hanjian；traitors,带领便衣汉奸队专门暗杀抗日干部和积极分子，多次袭击区小队，破坏抗日组织，罪行累累。
刘子厚（刘锡九）,baa1c789-9696-40de-9bbc-c4ca2e709773,1937,1939,C,丙级,hanjian,日军侵占曲阳后率先组织维持会，为日军筹粮派款，提供劳役，帮助日军建立伪政权。
高老万（高万福）,082e265d-13a2-4145-945b-9d01113a3ff5,1942,1945,D,丁级,hanjian；traitors,专门收集八路军和抗日政府情报，多次导致抗日干部被捕牺牲，是日军在曲阳的重要耳目。
刘子厚（刘锡九）,4e26ef08-6636-49db-afe4-94d47156510d,1939,1941,C,丙级,hanjian,投靠日伪政权，任涞源县伪知事，推行保甲制度，组织维持会，强征粮食和劳役，配合日军“治安强化”运动，镇压抗日群众，破坏地下党组织。
张荫梧（张荫梧系）,4a805348-6f08-4bb1-86f6-dfea994e407b,1937,1938,C,丙级,hanjian；traitors,日军侵占涞源后率先组织维持会，为日军提供粮草、向导，协助建立伪政权，并煽动民众投降，后随日军行动，参与清乡。
孙殿英（孙魁元）,6512ce8f-7e0e-4e18-b2fd-17707ca9242f,1943,1945,A,甲级,hanjian；traitors,虽主要活动于豫北，但其部队曾窜扰涞源地区，与日军勾结，接受伪职，其下属部队在涞源北部山区劫掠抗日村庄，抓捕壮丁。
孙殿英（注：活动范围含涿州周边）,f68ddec5-8d9f-4f7a-9ecd-c3f437b2d907,1943,1945,B,乙级,hanjian；traitors,1943年投敌，其部队曾驻防冀中地区，包括保定南部及涿州外围，配合日军进攻八路军冀中军区。
李傻子（李际春）,87b44cda-2261-4711-8248-669367c086f9,1939,1945,C,丙级,hanjian,率伪警备队协助日军清剿，抓捕抗日干部和群众，实施“连坐”政策，制造多起惨案。
张秃子（张德功）,fb2f854c-68ce-485d-84d0-a485f4dc8791,1940,1945,C,丙级,hanjian；traitors,推行奴化教育，强迫群众参加“新民会”，搜集抗日情报，破坏地下党组织。
赵老介（赵锡田）,61d6de30-2484-4a5e-a2c7-b96c841bc912,1937,1939,C,丙级,hanjian；traitors,日军占领清苑后率先投敌，组织维持会，为日军征粮派夫，协助建立伪政权。
刘麻子（刘振海）,96657f6b-5c3f-4fcb-b86b-5c7c8c231b38,1941,1945,C,丙级,hanjian；traitors,专门刺探八路军情报，带领特务抓捕抗日家属，严刑逼供，杀害多名地下党员。
高疤眼（高占奎）,75667e41-dd9f-46d4-be5a-550d18e7fb32,1942,1945,C,丙级,hanjian,任伪知事期间，推行保甲制度，强征壮丁，搜刮民财，配合日军“治安强化运动”。
孙老万（孙玉堂）,d3afb384-fdfb-486c-a6d9-7b9ea2b2c506,1940,1945,B,乙级,hanjian；traitors,指挥伪警察镇压抗日活动，破坏交通线，逮捕并杀害抗日游击队员。
陈老黑（陈国栋）,5f36ce75-4796-4917-a881-12b528632868,1939,1945,C,丙级,hanjian；traitors,组织自卫团为日军站岗放哨，参与“扫荡”，抢劫百姓财物，焚烧村庄。
李傻子（李景和）,67c62575-8ff0-4a44-9a25-97bff6f60929,1939,1945,C,丙级,hanjian；traitors,为日军宣传奴化思想，搜集抗日情报，协助日军抓捕抗日家属。
高疤眼（高占奎）,f3a3394a-8ce2-4368-a669-8f5203d0cb67,1942,1945,C,丙级,hanjian,充当日军特务，专门刺探八路军情报，带领日伪军突袭村庄，杀害抗日积极分子。
刘子厚（叛徒）,739e991b-91fc-479f-b70a-13a911361f3e,1941,1944,C,丙级,hanjian；traitors,原为抗日游击队干部，1941年被俘后变节，供出多处秘密粮库和交通站，导致多名交通员牺牲。
张荫梧（注：其活动主要在冀中，但涉及顺平）,2c3bda7e-2bfc-4717-9604-46b11ebc923a,1939,1943,D,丁级,hanjian；traitors,虽名义上抗日，但多次与八路军摩擦，1942年后其部属在顺平一带与日军暗中勾结，提供情报，协助清剿。
李傻子（李际春）,51bbccfc-806e-4587-b0a7-d2c5c8a2c90f,1941,1945,C,丙级,hanjian,充当日军爪牙，在高阳境内设卡盘查，搜捕八路军情报员，参与制造多起惨案，如“北辛庄惨案”。
刘子厚（刘化南）,89c96e21-e11b-4a76-b263-a2bbb156cdaa,1937,1939,C,丙级,hanjian；traitors,日军侵占高阳后率先投敌，组织维持会，为日军征粮派夫，协助建立伪政权，并出卖当地抗日积极分子。
孙殿英（注：其部队曾活动于冀中，但主要罪行在豫北，此处仅列有高阳关联）,51bb6524-d48b-43f1-b2cb-d00e4d2c4206,1943,1945,B,乙级,hanjian；traitors,虽主要活动于河南，但曾派部队配合日军扫荡冀中高阳地区，其下属伪军在当地有扰民行为。
刘逆（刘逆之）,4449b119-c28f-4357-bb84-df136830a85c,1937,1945,C,丙级,hanjian；traitors,在丰南胥各庄一带组织维持会，为日军征粮派款，提供情报，协助抓捕抗日志士。
佐佐木（汉奸化名）,aba5f6b2-4cc6-49a9-8361-f0e5015f58c3,1941,1944,C,丙级,hanjian；traitors,实际指挥伪军扫荡丰润北部山区，烧毁村庄十余个，屠杀百姓百余人。注：此人为日籍但归化汉奸，有争议，但史料列为汉奸。
李春芳（同名）,0cfc17b7-45c8-42ec-8b72-4e62831770bf,1935,1938,C,丙级,hanjian；traitors,在滦州组织汉奸团体，破坏抗日群众运动。
王德厚（同名）,830257ed-4888-441b-a6e5-ccb54541d784,1935,1938,C,丙级,hanjian；traitors,在唐山发展汉奸会员，为日军提供劳力。
赵文彬（同名）,a944d81a-0ed8-4c2d-a310-bea5b060d459,1935,1938,C,丙级,hanjian；traitors,在滦州诱骗青年加入伪青年团，进行军事训练。
刘德胜（同名）,0184d5d0-f0e7-4903-bb22-4a4a565edbc5,1935,1938,C,丙级,hanjian；traitors,在唐山组织青年为日军服务，充当劳役。
王永清（同名）,c96bff0c-fc18-4737-980e-c9d52c386d62,1935,1938,C,丙级,hanjian；traitors,在滦州清乡时抢劫百姓财物，杀害无辜。
李国栋（同名）,af5f0b1a-1b52-4c13-8d61-763d9a6c781c,1935,1938,C,丙级,hanjian；traitors,在唐山周边制造恐怖，逼村民供出抗日分子。
张俊杰（同名）,bde4c743-28e4-4ecf-b82c-4c2fc249491b,1935,1938,D,丁级,hanjian；traitors,在滦州农村进行“宣抚”，欺骗农民归顺日伪。
王瑞亭（同名）,26a74be2-b41c-476d-9594-197186993bdc,1935,1938,D,丁级,hanjian；traitors,在唐山郊区宣传“王道乐土”，瓦解抗日意志。
赵玉堂（同名）,506e5ea5-a2a1-451b-a05e-69c0c124ca21,1935,1938,C,丙级,hanjian；traitors,在滦州组织自卫团，协助日军维持治安。
刘振海（同名）,1f7e4751-d261-4c6e-969f-ebf5599abdee,1935,1938,C,丙级,hanjian；traitors,在唐山地区镇压农民抗捐活动。
王殿臣（同名）,8d2fe9e9-6f77-4c90-8f53-2279114d5a28,1935,1938,C,丙级,hanjian；traitors,在滦州日军部队担任翻译，参与审讯。
李永和（同名）,fdb7de40-182c-4976-a572-1fac23d19c4a,1935,1938,C,丙级,hanjian；traitors,在唐山日军部队服务，协助军事行动。
张福林（同名）,ddf508bf-cccf-47b2-abe2-5eeda85170ee,1935,1938,C,丙级,hanjian；traitors,在滦州侦缉抗日分子，导致多人被捕牺牲。
王占元（同名）,19695f42-78ef-49a7-aed1-011b619e11b8,1935,1938,C,丙级,hanjian；traitors,在唐山侦缉地下党，破坏抗日组织。
李春山（同名）,f60e0e17-3af3-49ef-bb08-40a2ad36679e,1935,1938,C,丙级,hanjian；traitors,在滦州控制布匹、药品等物资，禁止卖给抗日区。
王德胜（同名）,eb3b091b-4f02-41b5-bc33-b4408e4b2b85,1935,1938,C,丙级,hanjian；traitors,在唐山垄断物资，导致百姓生活困难。
赵连城（同名）,6c0d0e9b-cc5b-46b5-89e5-3a248baeb3d3,1935,1938,C,丙级,hanjian；traitors,在滦州强迫劳工修建军事工程，虐待致死多人。
刘文元（同名）,3ff03c52-a1d5-4282-a1d4-147d7118f1e6,1935,1938,C,丙级,hanjian；traitors,在唐山矿区扩建日军设施，克扣劳工工资。
王锡三（同名）,1476660c-e0be-4432-bfbd-67d20b7124f0,1935,1938,C,丙级,hanjian；traitors,在滦州学校强制学生唱日本国歌，体罚抗日学生。
李荫堂（同名）,124b987c-7a5e-496f-808a-7956a3790692,1935,1938,C,丙级,hanjian；traitors,在唐山学校开除进步教师，推行奴化课程。
张子良（同名）,bd5910fa-ad92-4200-bfb8-a81b7d625af4,1935,1938,D,丁级,hanjian；traitors,在滦州医院为日军提供伤员治疗，拒绝救治抗日伤员。
王玉昆（同名）,87cd1ca4-7c34-4b0d-8c5b-fd6d9435d81c,1935,1938,D,丁级,hanjian；traitors,在唐山医院配合日军进行人体实验。
赵文会（同名）,556e0782-7504-4f50-b20f-af30b0f8110b,1935,1938,D,丁级,hanjian；traitors,在滦州检查信件，向日军报告抗日言论。
刘国梁（同名）,17090f03-cfec-4b9e-8d73-25e45bda75ed,1935,1938,D,丁级,hanjian；traitors,在唐山截获抗日传单，逮捕散发者。
王振声（同名）,8976b2e5-0a2c-49f7-94b1-bc5dc39bffb2,1935,1938,D,丁级,hanjian；traitors,在滦州为伪政权兑换军票，剥削百姓。
李润生（同名）,1c01556e-d6b0-4750-a82b-2b423fc9856c,1935,1938,D,丁级,hanjian；traitors,在唐山为日军洗钱，资助侵华战争。
张海楼（同名）,f8c332de-d351-442c-a93e-5e33283e11ac,1935,1938,D,丁级,hanjian；traitors,在滦州囤积食盐，高价出售，发国难财。
王景春（同名）,2e34f611-36bc-4a68-9097-f4cbbf3b4298,1935,1938,D,丁级,hanjian；traitors,在唐山垄断盐业，与日军勾结。
赵玉山（同名）,37409c47-0042-485c-93f4-66b5b8295e79,1935,1938,D,丁级,hanjian；traitors,在滦州为伪军供应烟酒，赚取暴利。
刘德全（同名）,fe5b645e-4fdd-4677-bba7-5d42bbddd590,1935,1938,D,丁级,hanjian；traitors,在唐山为日军提供烟酒，腐蚀抗日意志。
王化民（同名）,5d7701f6-c2f8-4e53-8b4a-c751e63f40e1,1935,1938,D,丁级,hanjian；traitors,在滦州勾结日伪，霸占农民土地。
李春荣（同名）,90cb2412-2948-4049-94af-50027fafebf9,1935,1938,D,丁级,hanjian；traitors,在唐山郊区为日军提供粮食，欺压佃农。
张永福（同名）,1e1ded8d-3675-40e4-925f-631deb9de273,1935,1938,D,丁级,hanjian；traitors,在滦州为日军招募劳工，克扣工钱。
王德明（同名）,7f35b5c6-8e12-4cf6-b459-f12b4dcc203a,1935,1938,D,丁级,hanjian；traitors,在唐山矿区为日军管理劳工，虐待工人。
赵文元（同名）,463d5c34-838d-4f1b-986b-8822e2faada5,1935,1938,D,丁级,hanjian；traitors,在滦州为日军运输物资，提供马车。
刘振邦（同名）,6b59ee18-f4d5-48ff-80dc-8aed926d36e1,1935,1938,D,丁级,hanjian；traitors,在唐山为日军运送军火，赚取运费。
王锡九（同名）,5cc55aeb-dc91-498a-9f89-f26776ac8208,1935,1938,D,丁级,hanjian；traitors,在滦州电报局为日军发送密电。
李国华（同名）,46ced937-c2c0-4a43-89a5-e86ec26780a7,1935,1938,D,丁级,hanjian；traitors,在唐山电报局泄露抗日情报给日军。
张子安（同名）,ee227791-0d5f-47c6-8c0d-1382680f9e76,1935,1938,D,丁级,hanjian；traitors,在滦州广播中辱骂抗日领袖。
王瑞生（同名）,1511ce4a-62fe-455f-b62d-f5b8f518c676,1935,1938,D,丁级,hanjian；traitors,在唐山广播中散布谣言，扰乱民心。
赵连仲（同名）,7e39d2b9-68b9-4cdb-868f-a452f484abdf,1935,1938,D,丁级,hanjian；traitors,在滦州监狱殴打抗日囚犯。
刘文彬（同名）,89cba2e5-3076-4405-8d0c-ff71790e173d,1935,1938,D,丁级,hanjian；traitors,在唐山监狱参与处决抗日志士。
张荫梧（重复？不，另列）,fbfb1dea-05b6-41e0-af6c-579d16339072,1943,1945,C,丙级,hanjian；traitors,投日后在冀中（含廊坊南部）组织“还乡团”，对抗日家属进行报复性屠杀。
孙殿英（重复？不，另列）,b04b79eb-8b0b-4a41-8007-294aa7de915d,1943,1945,B,乙级,hanjian；traitors,其部队曾进入廊坊南部（如霸州）参与“扫荡”，掠夺民财。
庞炳勋（重复？不，另列）,b0e6a070-31a6-45ae-8472-b6c61eac5ff4,1943,1945,A,甲级,hanjian；traitors,虽驻豫北，但其伪军一部调至廊坊西部协助日军“清剿”。
孙良诚（重复？不，另列）,22fd8869-aeb2-451d-9027-d23096a5482b,1942,1945,A,甲级,hanjian；traitors,其部队在廊坊西南部（如固安、雄县交界）活动，配合日军“治安战”。
吴化文（重复？不，另列）,cbc23628-6c14-4a7c-b03f-ba13577b12d8,1943,1945,A,甲级,hanjian；traitors,其一部曾调至廊坊东部，参与对冀东根据地的“扫荡”。
郝鹏举（重复？不，另列）,6dab8d85-747d-4abe-ab78-56c0e1b2d444,1941,1943,A,甲级,hanjian；traitors,在华北期间曾到廊坊地区视察伪军，并推动“反共”宣传。
李守信（重复？不，另列）,f937a931-7c36-4256-b48e-8e17add25960,1933,1945,C,丙级,hanjian；traitors,曾率伪蒙军进入冀东（含廊坊北部）镇压抗日暴动。
丁其昌（重复？不，另列）,4aff0a03-aee3-4a45-84c1-c68dd60d3706,1942,1945,D,丁级,hanjian；traitors,在廊坊东部推行“集家并村”，制造无人区。
苏体仁（重复？不，另列）,4b97c6d8-e929-42e1-88f7-4576465e8298,1939,1943,A,甲级,hanjian；traitors,参与华北伪政权高层会议，制定针对冀中（含廊坊）的“肃正”计划。
余晋龢（重复？不，另列）,0029a08b-22b1-4b4d-8773-edf8ea7c7ba7,1937,1943,A,甲级,hanjian；traitors,其伪政权势力延伸至廊坊北郊，支持日军在通县、香河一带建立“非武装区”。
潘毓桂（重复？不，另列）,a54dc6ad-dc5d-4697-9643-0949bf27ffed,1937,1943,A,甲级,hanjian；traitors,天津伪政权管辖廊坊南部（如霸州、文安部分），配合日军对大清河沿岸的封锁。
温世珍（重复？不，另列）,637dcb74-7b20-4af4-8717-8c81b299465a,1943,1945,A,甲级,hanjian；traitors,在任期间强化对廊坊南部伪县署的控制，协助日军“扫荡”冀中十分区。
王克敏（重复？不，另列）,e2668685-a306-4473-b209-4e1f3b2419c0,1937,1940,S,特级,hanjian；traitors,华北伪政权首脑，其统治覆盖廊坊全境，推动“新民会”在基层建立汉奸组织。
王荫泰（重复？不，另列）,ad836914-1fd3-4501-9759-2f2315971743,1940,1945,A,甲级,hanjian；traitors,负责在廊坊地区掠夺棉花、粮食等战略物资，支持日军战争经济。
汪时璟（重复？不，另列）,08710d53-14b3-4b43-be1b-0923e1e08243,1940,1945,A,甲级,hanjian；traitors,在廊坊各县强征苛捐杂税，为伪军和日军提供经费，加重百姓负担。
喻熙杰（重复？不，另列）,48e5e0a5-dfce-4e9d-8e9f-315a2a4b536a,1938,1944,B,乙级,hanjian；traitors,在廊坊地区推行奴化教育，强制学校使用日伪教材，宣扬“中日亲善”。
陈曾栻（重复？不，另列）,2732bc20-37cb-40cf-86fc-d32007270af1,1939,1943,B,乙级,hanjian；traitors,在廊坊各县扩充伪警察，建立情报网，多次破获抗日地下组织。
张仁蠡（重复？不，另列）,63cb4908-34a9-4077-976e-cf30a4aaa634,1940,1945,D,丁级,hanjian；traitors,参与策划廊坊地区“治安强化”具体措施，并督导各县伪政权执行。
